,旅店名稱,鄰近地區,旅客評分,旅客評鑑數目,旅店當天價格
459,普立堤民宿  ,花蓮市,9.6,208,1385
460,花蓮遊 ,新城鄉,8.6,221,1299
461,夏比安民宿Sapientia ,光復鄉,9.2,290,2078
462,自立民宿 ,吉安鄉,8.6,73,1143
463,兩點一線民宿 ,花蓮市,8.8,135,1152
464,文創輕旅-近東大門夜市,花蓮市,8.5,106,1500
465,廢在這背包客棧民宿 ,花蓮市,9.3,689,1039
466,洄瀾雅舍 ,花蓮市,9.0,186,1082
467,九乘九民宿 ,花蓮市,8.7,34,1212
468,東立茶行民宿  ,瑞穗鄉,8.0,58,1038
469,喜約民宿,花蓮市,9.0,8,2095
470,台灣先進精品民宿 ,吉安鄉,8.2,136,952
471,玖拾捌民宿雙人或雙床房3A ,花蓮市,8.9,19,788
472,市居民宿 ,玉里鎮,8.3,308,1169
473,十二號橋空間民宿 ,壽豐鄉,9.2,528,2762
474,花蓮BV文旅民宿  ,花蓮市,9.6,178,1883
475,歐之美 Ocean Journey Bnb,花蓮市,9.4,97,3510
476,富凱大飯店 ,花蓮市,6.7,607,762
477,藍天白雲民宿 ,花蓮市,8.0,266,606
478,江水田園民宿 ,鳳林鎮,9.1,89,1991
479,光復鄉的1臥室獨棟住宅 - 25平方公尺/1間專用衛浴 ,光復鄉,9.4,10,1784
480,花蓮中山楼民宿 ,花蓮市,8.8,178,1386
481,雅漾民宿 ,花蓮市,9.2,900,1645
482,幸福來了民宿 ,花蓮市,9.2,778,1652
483,藍屋市區民宿 ,花蓮市,8.5,434,1247
484,花漾禾楓民宿 ,吉安鄉,9.0,102,1177
485,幸福約定民宿 ,花蓮市,8.4,37,2345
486,悠花蓮民宿 ,花蓮市,9.2,134,1481
487,小洋房 - 輕停文旅 ,花蓮市,7.8,430,1081
488,幸福加油站電梯民宿 ,花蓮市,9.4,94,1335
489,愛思黛民宿 ,花蓮市,9.1,133,1472
490,凱頓商務汽車旅館 ,花蓮市,7.2,198,1195
491,鳥羽花香民宿 ,吉安鄉,9.6,152,2165
492,施媽媽民宿 ,花蓮市,9.0,151,1126
493,慮園客棧  ,花蓮市,9.5,211,942
494,富堡商務汽車旅館  ,花蓮市,7.9,36,3009
495,彩色窩民宿 ,花蓮市,9.2,165,1104
496,太魯閣樂山田園民宿 ,秀林鄉,9.5,175,2078
497,Johnny House,花蓮市,8.8,55,692
498,鏷石民宿  ,玉里鎮,8.5,433,1472
499,花蓮五指山民宿 ,花蓮市,8.6,362,1351
500,玖拾捌民宿雙人房1A -無窗 ,花蓮市,9.0,13,798
501,歐瑞斯渡假民宿 ,吉安鄉,8.4,28,2220
502,夏舞民宿,花蓮市,8.5,328,857
503,花蓮市的2臥室獨棟住宅 - 49平方公尺/1間專用衛浴 ,花蓮市,9.6,9,4377
504,漫漫日出海景民宿 ,花蓮市,9.7,395,3352
505,白狗公寓Amo B&B市區金三角 東大門夜市,花蓮市,8.0,139,1714
506,法斯特渡假民宿 ,花蓮市,8.2,98,1087
507,瑞穗鄉獨棟住宅套房 - 45平方公尺/1間專用衛浴 ,瑞穗鄉,7.6,393,1505
508,花蓮市的1臥室公寓 - 13平方公尺/1間專用衛浴 ,吉安鄉,no info,no info,1256
509,溫暖摩洛哥精緻旅店 ,花蓮市,7.5,136,2165
510,香風車站電梯民宿 ,花蓮市,8.3,254,1385
511,轉角愛後站旅宿,花蓮市,8.0,18,1108
512,豐南小田莊  ,富里鄉,8.8,79,1913
513,一宿來民宿,壽豐鄉,9.5,33,1732
514,優逗民宿 ,吉安鄉,9.0,39,667
515,花蓮市的1臥室公寓 - 10平方公尺/1間專用衛浴 ,花蓮市,no info,no info,750
516,禾頁屋民宿二館 ,瑞穗鄉,8.8,278,1299
517,串門子旅宿 ,花蓮市,9.5,412,1385
518,花蓮齊愔居電梯民宿 ,花蓮市,9.5,288,1013
519,微風暖暖民宿 ,花蓮市,9.2,151,1212
520,IN居民宿 ,花蓮市,9.2,539,1569
521,瑪莉民宿 近車站慈濟附停車場,花蓮市,8.8,201,571
522,花蓮愛丁堡民宿 ,花蓮市,9.0,128,1368
523,晴喧小築民宿 ,花蓮市,9.6,72,1304
524,花蓮輕鬆浪漫民宿,花蓮市,9.5,208,1974
525,鄉村民宿 ,瑞穗鄉,8.4,854,1126
526,伍百里驛站 - 近東大門夜市 ,花蓮市,9.1,90,1797
527,白色棉花糖民宿 ,花蓮市,9.4,51,1524
528,香榭麗舍庭園民宿 ,壽豐鄉,8.8,33,1905
529,穎居-涅瓦葉子民宿  ,瑞穗鄉,8.8,34,1445
530,快樂腳花蓮旅宿 ,花蓮市,8.6,359,782
531,海石生活館 ,吉安鄉,8.6,27,1299
532,幸福滿屋渡假民宿  ,花蓮市,8.9,155,961
533,忘海海景民宿,花蓮市,6.8,5,2437
534,金萱花民宿 ,玉里鎮,8.6,223,1174
535,海泱民宿  ,吉安鄉,7.8,38,869
536,峽谷民宿 Valley B&B,秀林鄉,7.5,119,1143
537,花蓮市的1臥室公寓 - 25平方公尺/1間專用衛浴 ,吉安鄉,no info,no info,1903
538,蓮花味民宿 ,花蓮市,8.1,309,1287
539,博愛泊旅讀心境,花蓮市,8.3,133,762
540,花蓮拾穗精品民宿 ,新城鄉,8.2,89,1478
541,太魯閣-全欣民宿,新城鄉,9.3,15,1732
542,花蓮市的5臥室獨棟住宅 - 300平方公尺/6間專用衛浴 ,花蓮市,10.0,2,4251
543,同居民宿 ,秀林鄉,8.3,17,2518
544,花蓮站前-橘色民宿 ,花蓮市,8.8,496,1039
545,幸福來敲門 ,花蓮市,9.4,1243,1543
546,吉哈克莊園民宿  ,壽豐鄉,9.6,92,2511
547,玖拾捌民宿-98bnb,花蓮市,9.0,553,779
548,喀嚓緩旅 - 123 Cheers Hostel ,花蓮市,9.3,227,1290
549,福 ,花蓮市,no info,no info,2597
550,印象花蓮民宿 ,花蓮市,9.4,552,1899
551,檜木居民宿  ,吉安鄉,8.3,136,3043
552,已停業,花蓮市,8.1,493,1043
553,愛戀鄉村風民宿 ,花蓮市,no info,no info,1390
554,旅行者之家 ,花蓮市,8.8,313,909
555,花蓮福星民宿,吉安鄉,8.8,40,1333
556,昕田民宿,瑞穗鄉,9.4,57,1472
557,晨曦森林民宿 ,鳳林鎮,9.2,212,2857
558,信號腳民宿 ,瑞穗鄉,8.4,166,1104
559,伊島民宿 ,花蓮市,9.4,162,1905
560,意雯小窩 ,花蓮市,7.9,52,1368
561,詩莉亞民宿 ,吉安鄉,8.7,153,1697
562,蘋果屋 ,花蓮市,8.5,81,1130
563,漫遊舍民宿 ,花蓮市,8.1,218,831
564,國光民宿 ,花蓮市,9.0,27,2165
565,高寮貳陸之貳 ,玉里鎮,9.5,121,3926
566,康晨有機果園民宿 ,鳳林鎮,8.4,58,1299
567,瑞億意象 ,吉安鄉,9.0,163,2552
568,文學河岸民宿 ,花蓮市,9.6,174,1905
569,花蓮大碗民宿 ,吉安鄉,9.1,141,1039
570,花蓮海濱民宿 ,花蓮市,7.6,37,1048
571,香格里拉民宿 ,吉安鄉,8.1,6,1905
572,溫叨行旅 ,新城鄉,no info,no info,4165
573,韶光民宿 ,花蓮市,8.7,135,952
574,Humming Bird Hideaway B&B 強尼莊園民宿,壽豐鄉,8.7,56,2967
575,7街160民宿,吉安鄉,7.9,62,1039
576,19窩窩市區民宿,花蓮市,8.1,121,818
577,太魯閣海灣民宿 ,新城鄉,9.2,99,3030
578,佑尼可海景民宿  ,花蓮市,9.2,252,1991
579,東之漾民宿 ,瑞穗鄉,7.9,33,1732
580,香椿芽民宿 ,玉里鎮,9.0,19,1461
581,花蓮山緹歐式景觀民宿 ,吉安鄉,8.1,26,1257
582,花蓮樂多民宿 ,吉安鄉,9.1,672,2586
583,博愛民宿 ,吉安鄉,7.3,11,1602
584,熊之蜜水管屋民宿 ,吉安鄉,7.3,156,1156
585,海邊名人50 ,吉安鄉,8.8,9,1281
586,蘭海心園 ,吉安鄉,8.7,34,1281
587,熊頂民宿 ,吉安鄉,6.8,3,2078
588,花蓮溪堤民宿 ,花蓮市,8.5,57,1472
589,花蓮山海閑情民宿 ,吉安鄉,8.2,51,1385
590,月眉民宿,壽豐鄉,8.8,49,1619
591,愛旅行民宿&近東大門夜市,花蓮市,9.6,475,1905
592,伊笛幔休閒民宿 ,花蓮市,9.6,882,2179
593,花時間民宿 ,花蓮市,8.9,89,1818
594,Eastern love B&B,瑞穗鄉,9.1,181,3420
595,陽光雅築民宿 ,花蓮市,8.6,154,2216
596,花見幸福 ,吉安鄉,no info,no info,2579
597,櫻田野民宿 ,吉安鄉,8.6,59,2125
598,花蓮花靚民宿   ,吉安鄉,6.8,9,865
599,坡岸邊民宿 ,花蓮市,9.4,173,1543
600,真愛夜市電梯館民宿 ,花蓮市,9.4,102,1453
601,博客來民宿 ,花蓮市,8.7,45,1714
602,W House民宿 ,花蓮市,9.6,191,4337
603,閑人居民宿  ,花蓮市,9.1,200,2424
604,新京站民宿 ,花蓮市,8.8,285,1314
605,兒路民宿 ,吉安鄉,9.1,225,1333
606,花蓮市的1臥室公寓 - 10平方公尺/1間專用衛浴 ,花蓮市,no info,no info,699
607,上大和景觀民宿 ,光復鄉,8.0,40,1299
608,後山城寶民宿 ,新城鄉,9.4,224,1905
609,花蓮市綠宿民宿,花蓮市,8.7,214,866
610,Jiang's B&B 江院子庭園民宿,吉安鄉,9.6,251,2165
611,花蓮皇裔民宿 ,花蓮市,8.4,152,1368
612,七里霧民宿 ,玉里鎮,8.6,169,1558
613,禾馨民宿 ,吉安鄉,9.3,44,1558
614,藍色玻璃海民宿 ,新城鄉,8.1,29,2848
615,心香小屋 ,花蓮市,9.5,81,4156
616,美爽爽花園汽車旅館 ,吉安鄉,7.4,102,1543
617,初英山居民宿  ,吉安鄉,9.4,89,2251
618,花蓮溫暖勝安會館 ,吉安鄉,7.2,76,2147
619,咖子民宿 ,吉安鄉,9.6,97,1478
620,花蓮自由行民宿,花蓮市,9.5,126,1548
621,儷舍海景民宿 ,壽豐鄉,9.3,449,5129
622,偕安民宿,花蓮市,7.0,4,1299
623,青漫童夢 ,花蓮市,9.1,45,1974
624,弘果民宿  ,瑞穗鄉,8.7,98,1169
625,朵拉的小世界 ,吉安鄉,8.8,55,800
626,吉野精棧民宿 ,吉安鄉,9.0,60,4684
627,一生一世民宿 ,吉安鄉,7.8,2,866
628,花蓮歐洲之星民宿 文創園區旁 鄰香榭大道 名產街 近東大門夜市 太平洋公園 杰西廣場,花蓮市,9.4,105,1505
629,花漾四季民宿 ,花蓮市,8.9,21,1130
630,趣 41  ,花蓮市,9.9,10,1238
631,漫慢設計民宿 ,吉安鄉,8.8,217,2986
632,布丁兔莊園民宿  ,壽豐鄉,9.1,8,2261
633,花蓮旅人的家民宿 ,花蓮市,8.2,63,1628
634,阿曼很快樂民宿 ,花蓮市,8.1,760,909
635,橋見幸福民宿 ,花蓮市,9.2,110,1304
636,南京222民宿 ,花蓮市,8.2,86,2159
637,童心童趣親子民宿 ,吉安鄉,9.1,66,2424
638,齊亞風情民宿 ,花蓮市,8.9,274,1732
639,小小鋼琴家民宿-花蓮 ,花蓮市,8.8,216,1455
640,暗礁碼頭民宿 ,壽豐鄉,8.1,170,1468
641,羊角村 ,壽豐鄉,8.7,330,4644
642,曼特寧花園民宿 ,吉安鄉,8.9,11,2944
643,花蓮站前美侖溪畔民宿 ,花蓮市,9.1,144,1385
644,馬自達民宿  ,花蓮市,9.0,3,1126
645,犀牛的家民宿  ,花蓮市,9.3,187,1600
646,水悅雅築民宿 ,花蓮市,9.3,136,1524
647,洄瀾樂活 Hui Lan Lohas B&B,花蓮市,9.2,89,3238
648,溫馨別墅 ,吉安鄉,8.1,28,1821
649,怡然居攝影風格民宿 ,花蓮市,9.7,148,1991
650,花蓮幸運工匠民宿 ,吉安鄉,8.5,62,1558
651,BOOKINN泊客輕旅 ,吉安鄉,8.1,53,2756
652,花蓮市的2臥室公寓 - 72平方公尺/3間專用衛浴 ,花蓮市,10.0,5,3851
653,花綠蒂庭園民宿 ,壽豐鄉,9.5,228,2424
654,花蓮秋合民宿 ,花蓮市,9.5,99,1732
655,樂花蓮民宿 ,花蓮市,9.0,243,1818
656,百合民宿 ,吉安鄉,8.3,29,1091
657,旅人之宿Traveler Inn,花蓮市,9.0,103,1286
658,發現民宿  ,花蓮市,7.9,39,1299
659,青年民宿&小公寓 ,花蓮市,9.0,218,1155
660,綠窗小築 ,花蓮市,9.0,59,1455
661,放民宿 ,吉安鄉,9.0,47,1211
662,幸福圓民宿,壽豐鄉,no info,no info,2171
663,南法山居民宿  ,吉安鄉,9.2,143,4156
664,Rainbow彩虹 ,吉安鄉,9.3,8,2771
665,我行我宿民宿 ,花蓮市,7.5,77,760
666,豐生活民宿 ,花蓮市,9.7,398,3030
667,涵閣親子民宿  ,吉安鄉,8.5,25,2684
668,希望海民宿 ,花蓮市,9.2,118,1558
669,堤米亞民宿 ,花蓮市,9.4,1008,2261
670,時光.漫旅 ,花蓮市,9.3,716,2169
671,松園街68號會館 ,花蓮市,9.4,31,1558
672,海之旅行館 ,吉安鄉,8.6,14,1558
673,吉安站民宿,吉安鄉,9.2,12,1039
674,去那邊民宿-花蓮火車站電梯民宿 ,花蓮市,9.5,152,1820
675,月牙灣海岸行館 ,新城鄉,8.8,125,1558
676,漫飛民宿 ,新城鄉,8.9,25,1905
677,定心閣 ,花蓮市,7.4,66,1732
678,松町 ,吉安鄉,9.2,84,1991
679,花蓮市的1臥室公寓 - 20平方公尺/1間專用衛浴 ,吉安鄉,no info,no info,1249
680,好漾1館 ,玉里鎮,7.5,399,1999
681,千江映月 ,壽豐鄉,8.6,14,1810
682,花蓮牛舍土樓民宿 ,吉安鄉,9.5,11,2165
683,御之宿  ,壽豐鄉,8.4,42,2857
684,70號民宿 ,花蓮市,8.5,95,1886
685,Fly House 飛航家民宿,花蓮市,8.8,32,1558
686,花蓮520民宿 ,吉安鄉,9.4,22,1212
687,蒲公英的家民宿 ,花蓮市,8.9,15,1558
688,花蓮市公寓套房 - 34平方公尺/1間專用衛浴 ,花蓮市,9.5,3,2101
689,花蓮白兔先生民宿 ,花蓮市,9.2,192,1905
690,穎居花蓮民宿 ,花蓮市,9.3,452,2552
691,吉安鄉的1臥室別墅 - 42平方公尺/1間專用衛浴 ,吉安鄉,9.7,3,1535
692,拾光民宿,吉安鄉,9.0,69,1524
693,花蓮海豚之戀民宿  ,吉安鄉,9.5,26,1429
694,花蓮市的1臥室公寓 - 15平方公尺/1間專用衛浴 ,花蓮市,no info,no info,1916
695,禾田綠野民宿 ,吉安鄉,8.8,41,1043
696,鴨子的家民宿 ,吉安鄉,9.3,65,2330
697,中間民宿 ,花蓮市,9.4,12,1818
698,J哥釣魚民宿 ,吉安鄉,9.0,44,1043
699,花蓮市的2臥室小屋 - 90平方公尺/2間專用衛浴 ,花蓮市,6.4,2,3766
700,加賀屋溫泉會館 ,玉里鎮,7.1,222,2794
701,義蓮民宿 ,花蓮市,7.9,12,1905
702,楓之宿 ,花蓮市,9.1,126,1524
703,微加幸福民宿  ,花蓮市,8.5,75,1217
704,砂婆礑樂活園民宿一館  ,秀林鄉,7.5,10,1732
705,光復鄉的7臥室獨棟住宅 - 100平方公尺/7間專用衛浴 ,光復鄉,no info,no info,1547
706,玩點名民宿 ,花蓮市,9.0,54,1190
707,法式棉花糖民宿 ,吉安鄉,9.1,129,1782
708,古月湖民宿 ,壽豐鄉,9.0,60,2133
709,The home place,吉安鄉,8.4,51,2000
710,193線花園民宿 ,吉安鄉,9.0,100,2986
711,微風晴園-花蓮民宿 ,新城鄉,9.6,60,1732
712,花蓮愛玩客民宿 ,花蓮市,9.0,146,1403
713,筑夢民宿 ,花蓮市,9.4,252,1299
714,草根香民宿 ,新城鄉,9.3,3,1385
715,芳草古樹花園民宿 ,鳳林鎮,8.3,77,2771
716,花見幸福民宿 ,吉安鄉,9.9,2,2667
717,橄欖樹農坊 ,鳳林鎮,9.0,32,2609
718,家有囍宿 ,花蓮市,9.3,30,1385
719,法札納鄉村民宿 ,花蓮市,9.0,449,2527
720,微風星情民宿  ,壽豐鄉,8.8,183,1299
721,玉里鎮的1臥室小屋 - 32平方公尺/1間專用衛浴 ,玉里鎮,7.7,6,2776
722,上好民宿 ,吉安鄉,9.5,12,3252
723,月光海洋民宿 ,花蓮市,8.9,32,1299
724,向日葵民宿 ,花蓮市,8.9,237,1710
725,彤話故事親子主題民宿 ,花蓮市,9.2,44,2909
726,鄉根部屋民宿 ,新城鄉,9.5,41,3333
727,可麗友善田園渡假民宿 ,光復鄉,8.3,33,1705
728,月明風清親子民宿 ,新城鄉,8.9,33,2216
729,雲山海渡假民宿 ,壽豐鄉,8.6,217,4041
730,禾園悅舍民宿 ,壽豐鄉,8.7,133,2200
731,玫瑰花園民宿 ,花蓮市,8.4,240,1688
732,信義之家 ,花蓮市,8.4,26,1905
733,爸爸萬歲民宿  ,花蓮市,8.9,231,1739
734,溫叨行旅 ,新城鄉,no info,no info,2760
735,藍海筑夢城民宿 ,吉安鄉,8.8,14,1739
736,青禾軒,富里鄉,9.3,35,2095
737,11 號咖啡民宿 ,花蓮市,9.0,185,2000
738,小莫里民宿 ,新城鄉,9.0,120,1905
739,莊太太民宿  ,花蓮市,8.0,677,4393
740,RUBATO自由節奏民宿 ,花蓮市,9.8,11,4156
741,橘子天空民宿 ,花蓮市,8.5,16,1385
742,花蓮醇境民宿 ,花蓮市,9.4,156,2139
743,東華白川夢想屋民宿 ,壽豐鄉,9.1,97,1905
744,山有色民宿 ,壽豐鄉,9.5,34,2771
745,席拉朵莊園民宿  ,吉安鄉,9.3,30,2597
746,巧緣民宿 ,花蓮市,9.1,55,1732
747,飯盒梵禾 ,吉安鄉,9.3,61,2129
748,耕菓園民宿 ,新城鄉,9.4,8,2190
749,花蓮賞鯨泛舟民宿 ,花蓮市,8.9,1260,1081
750,站前9號民宿,吉安鄉,9.5,36,1790
751,中山330民宿 ,花蓮市,8.3,92,2379
752,春天花園民宿 ,花蓮市,9.0,179,1153
753,城市阿瑪菲-近花蓮站前 b&B,花蓮市,8.7,58,1455
754,米拉賓民宿 ,吉安鄉,7.6,30,1217
755,艾莉恩民宿 ,花蓮市,9.6,53,1558
756,meet 246,吉安鄉,6.3,20,1039
757,微甜彩虹民宿 ,花蓮市,9.5,196,2771
758,莫內花園民宿 ,壽豐鄉,8.4,84,1991
759,環翠行旅 - 電梯民宿 ,花蓮市,9.7,16,1905
760,夢想出奇蛋 ,花蓮市,8.2,39,3186
761,帝堡汽車旅館 ,吉安鄉,7.8,70,1732
762,花蓮.入船,花蓮市,9.4,15,4389
763,The Middle Homestay,花蓮市,no info,no info,1920
764,吉住民宿,花蓮市,9.7,8,1524
765,幸福之丘民宿  ,吉安鄉,8.1,40,2840
766,漫旅渡假民宿 ,花蓮市,8.0,55,1212
767,就光民宿 House of Light Homestay,新城鄉,no info,no info,2190
768,小松鼠站前電梯民宿附停車場 ,花蓮市,8.7,461,1745
769,花蓮真愛橙品民宿,吉安鄉,7.8,26,1524
770,悠禾園民宿 ,花蓮市,9.8,12,2667
771,喜歡農莊 ,吉安鄉,8.9,66,3043
772,青草地民宿 ,花蓮市,10.0,3,1905
773,瑞斯特休閒民宿 ,花蓮市,9.4,52,2061
774,上海時光民宿 ,花蓮市,8.8,43,2020
775,大花紫薇民宿 ,吉安鄉,9.5,157,2251
776,自在家園民宿 ,花蓮市,8.7,9,2154
777,心享庭園民宿 ,吉安鄉,9.4,74,1905
778,迴家 ,玉里鎮,8.4,637,2282
779,熊來樂民宿 ,花蓮市,8.1,16,2338
780,花蓮市的7臥室獨棟住宅 - 320平方公尺/9間專用衛浴 ,花蓮市,8.6,90,3043
781,花蓮旋轉吧小人國親子民宿,吉安鄉,10.0,1,3853
782,花蓮新宿民宿 ,壽豐鄉,8.7,36,1732
783,蓮緣民宿 ,吉安鄉,8.8,59,1905
784,花蓮教授的家民宿 ,吉安鄉,8.9,28,2287
785,海洋曼波民宿  ,吉安鄉,9.0,69,1980
786,心恬旅栈 ,花蓮市,9.5,84,2165
787,海洋風情民宿 ,花蓮市,9.0,28,1524
788,艾迪行旅 ,瑞穗鄉,8.8,504,1449
789,雙人房超大king size床，適合2大1小（6歲以下），乾濕分離浴缸，落地窗陽台 ,花蓮市,9.7,3,2152
790,你會紅民宿 ,花蓮市,9.0,24,1524
791,袋鼠民宿 ,花蓮市,8.1,22,1524
792,15坪家庭房可住4位大人，小孩6歲以下不加價，日式大浴缸 ,花蓮市,7.7,6,3766
793,心悅民宿 ,鳳林鎮,8.5,35,2424
794,久六庫豬民宿 ,吉安鄉,9.8,50,1905
795,雨晴民宿 ,吉安鄉,7.3,3,1991
796,享海民宿 ,花蓮市,9.6,36,2304
797,坡岸長堤民宿,花蓮市,9.8,2,1913
798,世外桃園童話城堡 ,花蓮市,8.4,47,2868
799,花蓮市的1臥室公寓 - 66平方公尺/2間專用衛浴 ,花蓮市,no info,no info,3999
800,采妍民宿本館 ,吉安鄉,8.5,4,2078
801,鹿徑二館 ,花蓮市,10.0,1,1299
802,森活藝宿 ,花蓮市,9.6,5,2180
803,紫禾園渡假別館 ,花蓮市,9.4,22,2338
804,馨晴民宿 ,吉安鄉,9.4,45,1558
805,七之一民宿 ,花蓮市,9.5,22,2771
806,晶藍色美人魚民宿,花蓮市,8.6,69,1801
807,金都宜園民宿 ,花蓮市,8.9,7,2424
808,花蓮市的1臥室公寓 - 15平方公尺/1間專用衛浴 ,花蓮市,no info,no info,1083
809,晨曦旅映花園民宿 ,吉安鄉,no info,no info,2251
810,吉安笠園民宿 ,吉安鄉,9.4,28,2190
811,森之旅民宿 ,吉安鄉,9.4,3,1461
812,卡諾瓦民宿  ,吉安鄉,8.2,5,1905
813,喜來登精緻民宿 ,花蓮市,8.5,49,1801
814,幸福有約1799,花蓮市,8.8,92,1299
815,翠園歐風庭園民宿 ,吉安鄉,9.0,9,2739
816,小熊森林懷舊風格民宿 ,花蓮市,9.7,35,2338
817,被浪打到海景民宿 ,花蓮市,9.0,827,3173
818,向晴民宿 ,花蓮市,9.0,62,4329
819,曼寧民宿 ,花蓮市,8.4,26,2078
820,站前綠地音樂浪漫城堡 ,花蓮市,7.0,7,1520
821,花蓮Cozy Inn舒適窩民宿,花蓮市,10.0,1,1905
822,柔伊史派克民宿 ,吉安鄉,9.1,30,2165
823,sunshine b&b ,花蓮市,9.9,128,1714
824,花蓮溫叨行旅親子館－可包棟 ,新城鄉,no info,no info,2532
825,葡萄樹幸福民宿,花蓮市,no info,no info,1714
826,鋼琴家民宿 ,吉安鄉,8.2,16,1130
827,J.W 漫波觀瀾 ,新城鄉,9.4,11,4534
828,維納斯民宿 ,吉安鄉,8.7,19,1558
829,富里鄉的8臥室小屋 - 200平方公尺/8間專用衛浴 ,富里鄉,10.0,1,2777
830,福蝠雙人房 ,壽豐鄉,no info,no info,1845
831,花蓮市的3臥室獨棟住宅 - 200平方公尺/4間專用衛浴 ,花蓮市,10.0,2,4230
832,花蓮市的1臥室獨棟住宅 - 34平方公尺/1間專用衛浴 ,花蓮市,9.6,1,1622
833,花蓮市的2臥室獨棟住宅 - 65平方公尺/1間專用衛浴 ,花蓮市,9.6,1,3216
834,壽豐鄉別墅套房 - 24平方公尺/1間專用衛浴 ,壽豐鄉,no info,no info,1827
835,風向球民宿 ,花蓮市,9.4,34,1818
836,禾頁屋國光館 ,瑞穗鄉,9.4,5,1299
837,槿橋民宿 ,吉安鄉,9.0,523,2352
838,坐看雲起民宿 ,花蓮市,9.1,97,650
839,花蓮安隱民宿 ,花蓮市,8.1,639,563
840,甜緣小筑民宿  ,吉安鄉,8.3,38,3343
841,情定花蓮民宿 ,花蓮市,7.1,5,2157
842,貝拉利亞民宿 ,花蓮市,8.7,82,2338
843,紫園民宿 ,新城鄉,no info,no info,1385
844,日日好民宿 ,壽豐鄉,8.1,11,1472
845,東風雅舍,花蓮市,7.8,34,2095
846,海闊首驛 包棟 烤肉 歡唱,花蓮市,no info,no info,3943
847,Mei Di Ya House,玉里鎮,8.8,330,3662
848,玉山緣櫻花休閒園區 - 水管屋住宿 ,卓溪鄉,7.8,241,1333
849,吉安鄉的1臥室別墅 - 42平方公尺/1間專用衛浴 ,吉安鄉,9.4,2,1388
850,稻香緣民宿 ,吉安鄉,9.0,4,2035
851,花田雅筑 ,吉安鄉,9.3,45,2381
852,花蓮緩緩民宿 ,吉安鄉,8.4,2,1905
853,站前。遇見131 ,花蓮市,no info,no info,1299
854,花蓮市的1臥室獨棟住宅 - 4平方公尺/0間專用衛浴 ,花蓮市,no info,no info,2666
855,村樹休閒民宿 ,吉安鄉,7.9,29,2165
856,花蓮幸福時光民宿 ,吉安鄉,no info,no info,1472
857,湘聚民宿 ,花蓮市,9.1,648,1738
858,吉安鄉的1臥室別墅 - 40平方公尺/1間專用衛浴 ,吉安鄉,5.7,3,1457
859,北緯23.5度N ,花蓮市,no info,no info,1939
860,摩利民宿,花蓮市,8.7,49,1067
861,方翊民宿 ,吉安鄉,8.0,59,1385
862,全新開幕-花蓮卡樂弗童話莊園 ,吉安鄉,9.0,102,2381
863,天外天民宿 ,吉安鄉,8.8,24,1299
864,花蓮 法蘿拉電梯田園民宿,吉安鄉,9.4,39,1603
865,小巷時光民宿  ,花蓮市,9.5,7,2208
866,雲海民宿 ,花蓮市,no info,no info,1826
867,東華八號民宿  ,壽豐鄉,8.9,302,1352
868,花蓮藍天普悠瑪民宿 ,吉安鄉,9.2,16,4848
869,新館祂你我,吉安鄉,no info,no info,1714
870,吉安鄉的1臥室別墅 - 42平方公尺/1間專用衛浴 ,吉安鄉,no info,no info,1363
871,花蓮市的1臥室獨棟住宅 - 30平方公尺/1間專用衛浴 ,花蓮市,no info,no info,4847
872,花蓮市的4臥室獨棟住宅 - 198平方公尺/2間專用衛浴 ,花蓮市,7.4,29,3636
