,旅店名稱,鄰近地區,旅客評分,旅客評鑑數目,旅店當天價格,lat,log
341,月光石-蘭陽夜景民宿,三星鄉,8.9,286,2424,24.6634461,121.6968285
342,土圍192民宿,壯圍鄉,9.5,291,1531,24.7766262,121.7855906
343,陽光屋民宿梅花湖畔宜蘭家庭情侶推薦,冬山鄉,9.1,358,3848,24.646391,121.7306184
344,蒔裳秝景,礁溪鄉,8.6,68,2999,24.78032,121.766118
345,笑笑魚溫泉民宿,礁溪鄉,8.1,8,4675,24.8226958,121.7690046
346,羅東樂活民宿,羅東鎮,7.8,305,827,24.6761755,121.7669734
347,庄腳所在民宿,員山鄉,8.4,153,2078,24.78086,121.695116
348,蝶古巴特風情畫民宿,礁溪鄉,8.5,78,2409,24.8295383,121.7955971
349,夜市日新旅店,羅東鎮,7.6,136,866,24.7652027,121.7909683
350,宏來民宿,礁溪鄉,9.2,121,1558,24.8143827,121.7567873
351,假期365精品旅館,羅東鎮,8.4,49,1029,24.6777778,121.7738889
352,水玥休閒會館,員山鄉,9.0,122,2381,24.7621245,121.7312134
353,辰馨辰懿溫泉會館,礁溪鄉,9.0,180,3071,24.8278301,121.7713204
354,內行家田園民宿,羅東鎮,8.8,605,1732,24.674126,121.785737
355,晴語柔民宿,冬山鄉,9.4,29,1732,24.6470135,121.7718896
356,社長的家,羅東鎮,9.1,11,1304,24.675389,121.7638041
357,戀戀夜市民宿,羅東鎮,8.3,129,866,24.6778297,121.7662887
358,Yilan early morning B&B,冬山鄉,10.0,1,1281,24.6692467,121.7721215
359,冬杉荷民宿,冬山鄉,9.2,4,2771,24.670947,121.809544
360,貓腳印,羅東鎮,8.8,103,2591,24.686442,121.752313
361,新悅汽車旅館,蘇澳鎮,6.6,412,866,24.5975799,121.855203
362,英格蘭精品商務汽車旅館,宜蘭市,7.6,143,2160,24.770296,121.755943
363,立琦大飯店,羅東鎮,6.8,120,3621,24.6800342,121.7701017
364,員山新天地民宿,員山鄉,9.2,55,3652,24.7175791,121.7099818
365,蓮春園花間雅舍,冬山鄉,8.7,210,2078,24.67111,121.8106002
366,絕享三合院,三星鄉,8.8,86,2251,24.6692467,121.7721215
367,閣陛民宿,五結鄉,9.1,161,2165,24.680406,121.800477
368,松田民宿,礁溪鄉,8.9,121,1651,24.8337273,121.7881003
369,紫藤戀,礁溪鄉,9.1,493,1505,24.8283946,121.7721601
370,眠腦教育休閒農場,三星鄉,7.3,178,1169,24.664425,121.618521
371,紅豆民宿,五結鄉,9.1,94,1342,24.6627484,121.8238485
372,FUN輕鬆渡假會館,五結鄉,9.1,190,3290,24.7032104,121.7969549
373,101親子溜滑梯民宿,冬山鄉,7.5,20,2078,24.686329,121.72913
374,礁溪雅比斯民宿,礁溪鄉,8.9,350,2273,24.8179915,121.7804105
375,童言童語民宿,羅東鎮,8.0,499,1607,24.680406,121.800477
376,北成庄蓮花荷畔度假民宿,羅東鎮,8.5,265,2407,24.6785991,121.750743
377,御君臨度假民宿,員山鄉,8.0,14,1905,24.7152615,121.7357143
378,享日子,蘇澳鎮,8.7,56,1905,24.5984439,121.8325229
379,牛牛屋,三星鄉,9.6,10,2000,24.6693501,121.7091789
380,宜蘭羅東綠之庭民宿,羅東鎮,8.7,265,1732,24.680653,121.752428
381,有客森林,羅東鎮,8.8,58,1905,24.686329,121.72913
382,愛琴海花園汽車旅館,五結鄉,8.5,12,2113,24.6909126,121.7675723
383,筠的家,羅東鎮,6.8,108,1126,24.676206,121.793681
384,蝶舞境安溜滑梯親子民宿,冬山鄉,8.9,235,2144,24.6767,121.736282
385,騏驊珍琚賞鯨民宿,頭城鎮,9.1,423,2061,24.8629505,121.8293105
386,親水棧民宿,五結鄉,8.9,129,1565,24.670885,121.812164
387,渥爾夫民宿,冬山鄉,9.1,39,2290,24.661867,121.793597
388,花鹿米民宿,冬山鄉,8.3,103,2885,24.658493,121.728682
389,新開幕斑鳩小鎮森活親子民宿,五結鄉,9.3,22,2234,24.6906458,121.8072242
390,閣樂親子旅宿,羅東鎮,9.6,18,2350,24.680795,121.769559
391,羅東夜市金宿喜親子民宿,羅東鎮,8.6,77,1385,24.6737342,121.7699624
392,蝶古巴特風情畫手作民宿,礁溪鄉,9.0,12,3977,24.8295383,121.7955971
393,宜蘭和莊民宿2館,五結鄉,8.9,34,1212,24.6925976,121.7994914
394,享亨民宿,羅東鎮,7.1,89,1361,24.673322,121.7823769
395,戀戀小棧民宿,五結鄉,8.8,492,1385,24.672797,121.809889
396,五號天空民宿3間房包棟,三星鄉,9.6,16,2251,24.6953794,121.6929097
397,植意間夢境民宿,五結鄉,8.9,187,865,24.6729553,121.8096635
398,甲蟲森林民宿,礁溪鄉,9.1,51,3290,24.7808029,121.7149257
399,太平山部落山莊景觀民宿,大同鄉,8.9,16,2095,24.68267,121.606997
400,秀福民宿,五結鄉,9.4,45,1299,24.7014314,121.7881773
401,星河民宿,羅東鎮,8.4,9,1314,24.6771136,121.7948695
402,小清新民宿,羅東鎮,9.1,1097,1798,24.6815819,121.7757825
403,鴻月莊溫泉客棧,礁溪鄉,7.8,16,1091,24.8273467,121.7749497
404,彩虹園民宿,冬山鄉,8.2,114,3557,24.6494444,121.7866667
405,阿根廷烤肉餐廳民宿,礁溪鄉,7.7,43,1905,24.7879202,121.7804469
406,超平價度假民宿,羅東鎮,8.8,118,1039,24.6750121,121.7855025
407,蘭博會館,頭城鎮,8.5,322,1619,24.8644839,121.8315491
408,水井町民宿,羅東鎮,7.1,56,1325,24.674936,121.7458575
409,匯沄居民宿,三星鄉,9.4,2,1471,24.6755245,121.7059438
410,北方札特,冬山鄉,9.1,73,3169,24.6749027,121.7434351
411,蘭田雅舍,礁溪鄉,8.9,93,2435,24.810179,121.799789
412,夏威夷商務汽車旅館,宜蘭市,6.7,215,2140,24.768391,121.758867
413,浮光民宿,礁溪鄉,9.1,124,2580,24.7972233,121.7737471
414,matsusha sha b&b,冬山鄉,8.6,56,2078,24.6552496,121.7346103
415,虎爸羊媽歡樂屋,三星鄉,9.1,15,1913,24.689373,121.7264222
416,黃金屋渡假民宿,五結鄉,7.7,20,2424,24.677989,121.815915
417,睡海邊-雅房包棟,蘇澳鎮,7.8,10,1792,24.5190351,121.8320545
418,夏初民宿,羅東鎮,9.4,137,2435,24.7008484,121.7616761
419,羅東民宿芙米兒城堡,羅東鎮,7.6,207,3810,24.810179,121.799789
420,麵包樹民宿,五結鄉,8.8,86,1385,24.6752722,121.806176
421,頭城休閒農場酒店,頭城鎮,7.6,183,2917,24.9071472,121.8494679
422,員山鄉的9臥室別墅 - 594平方公尺9間專用衛浴,員山鄉,9.1,137,3507,24.7381083,121.674526
423,蝴蝶結溜滑梯親子民宿,員山鄉,8.1,108,1830,24.761581,121.722616
424,曼漫森林,羅東鎮,9.8,6,1385,24.6998419,121.7613501
425,皇泰大飯店,礁溪鄉,8.1,402,1620,24.8261272,121.7686871
426,泉嘉溫泉會館,礁溪鄉,8.3,336,3882,24.8266614,121.7705483
427,旅人空間民宿,冬山鄉,8.5,41,2381,24.6662355,121.7603218
428,旅人空間民宿,冬山鄉,8.5,41,2381,24.6662355,121.7603218
429,叢宿,羅東鎮,9.9,4,1801,24.678543,121.7763358
430,鄉下民宿,壯圍鄉,7.9,15,1524,24.7875981,121.811114
431,月亮的家,三星鄉,6.1,70,4145,24.6676578,121.6802911
432,湖漾189風格旅店,冬山鄉,8.7,475,4433,24.6497225,121.7282689
433,香林茶園民宿,大同鄉,8.4,157,1905,24.673523,121.5998027
434,羅東夜市樂活,羅東鎮,10.0,1,1238,24.6761755,121.7669734
435,雷院子民宿,三星鄉,9.3,271,3818,24.671434,121.684811
436,Lady M 羅東夜市口,羅東鎮,8.6,161,1558,24.6758447,121.7678739
437,森情休閒民宿,大同鄉,8.5,18,1905,24.6733331,121.5997221
438,美夢成真,三星鄉,9.1,19,2424,24.6892577,121.7121478
439,田田圈民宿,羅東鎮,8.6,28,1731,24.6874866,121.7544344
440,樂旅湯宿,礁溪鄉,8.7,39,2743,24.8177442,121.784362
441,櫻戀河畔民宿,冬山鄉,9.4,154,2462,24.664765,121.758731
442,礁溪逸仙泉旅宿,礁溪鄉,7.8,588,1948,24.8291092,121.7750706
443,礁溪昀居渡假別墅,礁溪鄉,8.9,170,1925,24.8188991,121.7803421
444,北投117民宿,羅東鎮,9.3,230,1287,24.673041,121.7503016
445,宜蘭24度42分民宿,五結鄉,9.5,14,3117,24.7049793,121.7804964
446,奧羅拉風格民宿,五結鄉,8.6,75,2000,24.673764,121.812766
447,天下居汽車旅館,宜蘭市,7.6,291,1972,24.7693158,121.7564342
448,神之島民宿,冬山鄉,8.7,176,2684,24.644761,121.787817
449,帕默度假民宿,五結鄉,7.7,38,1255,24.6685832,121.8240026
450,艾斯新宿,羅東鎮,8.3,815,1472,24.6755958,121.7645903
451,溫沙堡汽車旅館 Windsor Castle Garden Motel,礁溪鄉,7.5,4,2923,24.8188991,121.7803421
452,松沐居 Hot Spring,頭城鎮,10.0,1,3030,24.832808,121.7714846
453,松滿緣民宿,羅東鎮,8.6,499,1702,24.689384,121.755096
454,雲心海民宿,頭城鎮,8.7,13,1991,24.9418869,121.9009094
455,極簡旅行民宿 Simple Travel B&B,五結鄉,9.7,24,1472,24.6920563,121.8159298
456,頭城溫泉海景無邊際景觀宅,頭城鎮,9.1,13,3723,24.8628385,121.8230038
457,樂居Love Home,羅東鎮,9.4,303,1714,24.6685832,121.8240026
458,噶瑪蘭ㄟ古厝,五結鄉,8.7,80,1732,24.6740399,121.822292
459,菲比列車 Phoebe Trains,羅東鎮,8.6,181,4502,24.6747336,121.764342
460,Coming Home Apartment 設計體驗空間,宜蘭市,8.7,9,4190,24.7475667,121.7532552
461,葳格行旅,宜蘭市,6.6,129,2985,24.7676581,121.7600579
462,朝陽85民宿,頭城鎮,10.0,4,2165,24.8646165,121.8313203
463,綠禾豐民宿,羅東鎮,5.3,3,2165,24.6654152,121.7988733
464,好䒤小清新雙人房-金仗球01,宜蘭市,no info,no info,1234,24.7488791,121.7586106
465,帕克旅行,羅東鎮,8.5,88,1558,24.6685832,121.8240026
466,花香林親子滑梯民宿,冬山鄉,8.6,109,2511,24.6707388,121.8094075
467,禾水岸,三星鄉,9.2,3,2857,24.6755162,121.7058844
468,衿日林民宿,冬山鄉,8.4,247,1238,24.6712832,121.811891
469,Love... Happiness Inn,蘇澳鎮,9.4,353,1722,24.6145126,121.8396946
470,艾倫的家,礁溪鄉,9.3,10,1391,24.809044,121.7936456
471,小巷民宿,三星鄉,9.4,94,1837,24.6688699,121.706534
472,富英農舍·莫蘭迪色系主題防空洞,冬山鄉,10.0,1,1299,24.6612416,121.7818366
473,日子正好,冬山鄉,9.7,6,1461,24.6685832,121.8240026
474,宜蘭頭城空空如也,頭城鎮,9.5,8,1524,24.8746126,121.8255129
475,馨民宿,羅東鎮,6.7,81,1385,24.6766951,121.7524739
476,有機書店文旅- 頭城,頭城鎮,9.6,1,1212,24.8709242,121.8357079
477,有機書店文旅- 頭城,頭城鎮,9.6,1,1212,24.8709242,121.8357079
478,伊莎蝶舞溜滑梯包棟親子民宿,五結鄉,8.5,118,1843,24.6803234,121.8245602
479,馬卡龍民宿,羅東鎮,7.7,63,1195,24.6887327,121.7530914
480,壯圍張宅,壯圍鄉,9.5,55,5079,24.7531407,121.8130499
481,松霖渡假農莊,冬山鄉,9.2,3,2078,24.62566,121.7280219
482,頭城鎮的2臥室獨棟住宅 - 25平方公尺1間專用衛浴,頭城鎮,8.4,24,1236,24.8490713,121.8099977
483,羅東夜市YesFun,羅東鎮,8.4,599,1429,24.6766951,121.7524739
484,羅東好棧,羅東鎮,9.2,77,2078,24.668002,121.769297
485,礁溪湯院子-有愛家,礁溪鄉,9.5,3,3134,24.8255596,121.767813
486,相約幸福民宿,五結鄉,8.9,151,1368,24.6737513,121.8114128
487,七里香民宿,五結鄉,9.3,342,3896,24.6741828,121.8021235
488,宜蘭好窄平價民宿,壯圍鄉,8.6,4,1558,24.7390752,121.799041
489,美好生活民宿,冬山鄉,7.7,99,1316,24.6687981,121.7525272
490,什麼玩藝,三星鄉,9.4,6,3723,24.668534,121.708467
491,Yes 會館,羅東鎮,8.9,228,2597,24.6795401,121.753521
492,雲海軒,宜蘭市,8.2,215,2000,24.728554,121.737005
493,小東橋宇好宅,宜蘭市,9.1,176,1683,24.7367151,121.774648
494,Yilan Night Market Whole House,宜蘭市,8.8,41,2571,24.7144053,121.756645
495,涵天民宿,五結鄉,9.4,61,1374,24.6928824,121.8064347
496,梅花湖休閒農場,冬山鄉,6.6,67,1826,24.6521596,121.7440996
497,親水89饗樂民宿,五結鄉,9.8,67,3983,24.6736633,121.8133761
498,半年旅宿,礁溪鄉,no info,no info,866,24.8187437,121.769579
499,微風小棧民宿,羅東鎮,7.5,178,1299,24.6778152,121.7499619
500,泉湯溫泉商務旅館,礁溪鄉,7.5,130,2468,24.8223603,121.7656922
501,采亨時尚民宿,羅東鎮,7.9,82,1991,24.6730158,121.783391
502,鋼與螺絲,羅東鎮,8.5,889,1558,24.6755952,121.764591
503,Smile Baby,羅東鎮,7.6,420,756,24.6779248,121.7670002
504,宜蘭市的1臥室獨棟住宅 - 66平方公尺1間專用衛浴,宜蘭市,8.8,3,2265,24.7488791,121.7586106
505,麗宿金鑽,蘇澳鎮,9.0,114,1714,24.6194788,121.829333
506,衝浪假期,頭城鎮,7.6,15,3103,24.8773023,121.8403181
507,羅東夜市 潮宅舍民宿,羅東鎮,8.0,394,1143,24.6778152,121.7499619
508,卡斯比亞精品民宿,冬山鄉,9.6,41,1924,24.6715373,121.8051194
509,溫朵莉 Wendoly's Hot Spring Suite,頭城鎮,10.0,2,4190,24.8490713,121.8099977
510,宜蘭莫內花園城堡,五結鄉,9.7,5,4730,24.6901885,121.8010667
511,鷺田民宿,員山鄉,9.0,41,2771,24.720731,121.6785638
512,冬山鄉小屋套房 - 30平方公尺1間專用衛浴,冬山鄉,9.1,4,3434,24.6464961,121.7782032
513,喆園民宿,冬山鄉,9.3,78,2174,24.6695391,121.8038347
514,璞邸傳藝親子渡假民宿,五結鄉,8.5,186,1892,24.6828995,121.823555
515,靚自然民宿,壯圍鄉,9.2,87,2174,24.803887,121.817378
516,蘭卡威羅東庭園民宿,羅東鎮,9.6,14,2087,24.6711781,121.7856839
517,白鵝田園,礁溪鄉,8.7,131,2424,24.8490713,121.8099977
518,菱線民宿,頭城鎮,9.1,15,2391,24.8646577,121.8313154
519,R&J Guesthouse,員山鄉,9.6,187,2493,24.7777741,121.7074939
520,懷鄉園溫泉民宿,礁溪鄉,8.5,144,2338,24.8079683,121.7734474
521,甜園玉光民宿,礁溪鄉,9.3,32,2251,24.789971,121.768447
522,羅東夜市驛站民宿,羅東鎮,8.2,912,1039,24.6775948,121.7692859
523,小窩旅店,羅東鎮,9.9,2,1055,24.6772178,121.7720338
524,稻香水稻輕旅行,五結鄉,9.5,55,2556,24.6943897,121.8204819
525,怡然小築,礁溪鄉,8.4,63,1391,24.7967556,121.7568217
526,正統休閒農場民宿,三星鄉,8.8,12,1472,24.6647177,121.7139959
527,森林公園民宿,冬山鄉,8.8,87,1905,24.6501272,121.7847304
528,希格瑪花園城堡,員山鄉,8.6,91,3463,24.708998,121.689253
529,沉靜片刻,員山鄉,10.0,1,2948,24.7504148,121.7137402
530,宜蘭包棟歡唱別墅 建築師湧泉泡湯會館Yilan Architect House,冬山鄉,8.9,125,2695,24.6705,121.7640854
531,溫暖的家二館,五結鄉,9.6,2,1457,24.6959713,121.7970687
532,閑居民宿,冬山鄉,8.2,61,1905,24.6447582,121.8217483
533,Voyageur 旅人小居,頭城鎮,9.5,37,2753,24.8537819,121.8089195
534,五結鄉的1臥室別墅 - 45平方公尺1間專用衛浴,五結鄉,no info,no info,4999,24.6805939,121.7928996
535,獨立空間麻雀小屋温馨4-6人溜滑梯房,五結鄉,9.6,6,3790,24.6805939,121.7928996
536,時遇民宿 Meet BnB,羅東鎮,9.6,2,1126,24.6868818,121.7657427
537,貓天空寵物鄉村民宿,三星鄉,9.0,95,2261,24.676469,121.706707
538,星晏親子民宿,羅東鎮,9.6,16,2381,24.6705,121.7640854
539,沐禾渡假會館,冬山鄉,9.3,8,4025,24.64389,121.801481
540,超平價民宿風格館,羅東鎮,8.8,85,1039,24.6760513,121.8001725
541,牡庫夏民宿,大同鄉,8.8,138,2094,24.682947,121.607224
542,童話村親子生態農場民宿,冬山鄉,10.0,1,4486,24.665721,121.74251
543,彩虹灣民宿,五結鄉,8.7,41,2646,24.6638682,121.8197385
544,波特立溫泉民宿,礁溪鄉,8.6,191,2280,24.822834,121.7754169
545,睡海邊-小木屋,蘇澳鎮,8.4,63,2338,24.5165911,121.8355
546,Palmer villa 一館,五結鄉,6.1,3,2554,24.6705,121.7640854
547,養心食房,頭城鎮,8.3,71,1886,24.863408,121.8300395
548,宜人生活溜滑梯親子民宿,冬山鄉,8.7,104,3999,24.646919,121.770881
549,米希格民宿,羅東鎮,9.5,146,1909,24.673631,121.749978
550,愛玩小棧,冬山鄉,9.0,11,1429,24.6622478,121.7958116
551,寶島大樓,蘇澳鎮,8.8,82,1429,24.5985692,121.8469044
552,羅東鎮的4臥室獨棟住宅 - 211平方公尺5間專用衛浴,羅東鎮,no info,no info,2728,24.6822092,121.7739431
553,丹尼渡假莊園,頭城鎮,8.8,28,1732,24.840444,121.8065432
554,G9民宿,羅東鎮,8.8,430,1429,24.6685832,121.8240026
555,采雲間,礁溪鄉,9.1,87,1541,24.809044,121.7936456
556,紫戀民宿 溜滑梯 可用五倍卷 國旅卷,羅東鎮,8.3,71,1124,24.6773589,121.7934485
557,白紙寓所blank slate B&B-鄰近夜市的包層公寓,羅東鎮,10.0,1,2190,24.6739241,121.7698867
558,綠岸休閒會館,冬山鄉,8.7,336,3615,24.6387673,121.7196742
559,京巷花弄民宿,冬山鄉,8.9,67,2756,24.684597,121.7424493
560,羅東夜市 宅可可旅宿,羅東鎮,7.8,209,1126,24.6822092,121.7739431
561,宜蘭冬山河檜木民宿,冬山鄉,8.4,112,935,24.6318854,121.7851407
562,精悅民宿,三星鄉,8.9,199,2327,24.6673378,121.7083398
563,維多利亞民宿,羅東鎮,9.1,61,1714,24.6938446,121.7540252
564,靜園休閒民宿 I 館,羅東鎮,8.8,128,3273,24.6990337,121.7549515
565,北歐民宿,五結鄉,6.7,81,779,24.675519,121.806122
566,家享棧,羅東鎮,9.7,7,1714,24.6680621,121.7692575
567,稼軒民宿,宜蘭市,8.7,58,1948,24.7461402,121.7343207
568,小白球休閒會館,五結鄉,8.0,50,2165,24.6948655,121.7806503
569,羅東夜巿童窩親子溜滑梯民宿,羅東鎮,8.0,100,1645,24.677727,121.7697187
570,非住不可,冬山鄉,9.5,112,1429,24.6621906,121.7959243
571,H2O水民宿,五結鄉,9.2,84,2815,24.6861747,121.8114717
572,想念巴黎,五結鄉,10.0,1,2338,24.6945205,121.8018922
573,遇見奇蹟,冬山鄉,9.3,73,2762,24.660635,121.806868
574,礁溪鄉的1臥室小屋 - 15平方公尺1間專用衛浴,礁溪鄉,10.0,1,2088,24.8098762,121.7660945
575,礁溪鄉的1臥室小屋 - 15平方公尺1間專用衛浴,礁溪鄉,10.0,1,2088,24.8098762,121.7660946
576,玫瑰莊園,冬山鄉,8.7,34,1732,24.6597595,121.7347788
577,東尼的家,礁溪鄉,8.6,50,1385,24.809044,121.7936456
578,春和大飯店,礁溪鄉,7.7,100,3085,24.8302761,121.7688463
579,靜棧民宿,冬山鄉,8.7,261,1299,24.649851,121.784989
580,晨露庄,冬山鄉,9.2,292,2722,24.6621631,121.7895537
581,童趣樂園-溜滑梯親子民宿,冬山鄉,9.2,105,3130,24.668021,121.741588
582,羅東民宿蒼之藏騎士團,羅東鎮,7.8,164,3810,24.6829536,121.7751405
583,庭軒小公館,蘇澳鎮,7.8,11,1557,24.6142435,121.8389982
584,井上春樹,冬山鄉,9.7,17,1848,24.674759,121.745684
585,Longxuan's Hot Spring Suite 龍軒的溫泉套房,頭城鎮,8.9,25,3810,24.8490713,121.8099977
586,星嵐民宿,礁溪鄉,9.2,1,2371,24.8096173,121.8048216
587,溜滑梯親子民宿-童趣樂園,冬山鄉,8.7,12,3117,24.668021,121.741588
588,情定珍珠民宿,冬山鄉,8.0,77,3828,24.6430196,121.7944328
589,啟瓦居會館,冬山鄉,9.5,11,2165,24.6355881,121.749976
590,宜蘭小魚的家,五結鄉,9.1,103,1429,24.662749,121.823783
591,極簡主義Less is more,五結鄉,9.1,144,1913,24.7090354,121.8169538
592,在水一方,冬山鄉,8.4,19,1126,24.6483798,121.7545735
593,宜蘭羅東青田日光民宿,羅東鎮,9.0,89,1565,24.700888,121.761462
594,睡海邊-獨棟民宿,蘇澳鎮,8.6,18,3771,24.5178131,121.8337772
595,溫蒂的家 頭城A館,頭城鎮,9.4,16,1947,24.8596449,121.8295082
596,踏踏田園度假會館,礁溪鄉,9.3,6,1732,24.792659,121.783121
597,海燕的家,冬山鄉,9.7,3,1108,24.625687,121.803514
598,童萌國民宿,五結鄉,9.1,62,3907,24.6808837,121.8167109
599,晴天民宿,五結鄉,8.6,104,1486,24.6906332,121.8066447
600,香草星空民宿,五結鄉,7.7,80,2061,24.698501,121.8213208
601,夢想成真櫻之宿,三星鄉,9.2,35,3905,24.701407,121.7435578
602,辰曦溫泉,礁溪鄉,10.0,1,4329,24.5178131,121.8337772
603,羅東民宿威勒曼親子溜滑梯,羅東鎮,7.6,225,3810,24.6818169,121.7682704
604,京園民宿,三星鄉,8.7,38,1558,24.668749,121.706763
605,渡船頭休閒會館,員山鄉,8.9,3,3333,24.7235441,121.6783264
606,蝶舞新群溜滑梯民宿,羅東鎮,9.1,119,1948,24.6689357,121.7843456
607,Love300天電梯旅宿,羅東鎮,9.6,1,1364,24.6644124,121.7951923
608,心靈的家民宿,礁溪鄉,9.0,56,2101,24.7979094,121.768369
609,田野小徑,礁溪鄉,9.3,14,2078,24.8328385,121.7857746
610,上雅居,三星鄉,9.5,41,2667,24.6776245,121.6780068
611,枕山庄,員山鄉,8.5,116,2078,24.779362,121.7031199
612,蛋蛋民宿,冬山鄉,8.7,33,1429,24.6623972,121.7957351
613,遇而歡民宿,冬山鄉,9.2,484,1212,24.6491966,121.7782745
614,逸家民宿 Yija,五結鄉,9.6,4,2735,24.690853,121.7965932
615,頭城鎮的1臥室公寓 - 13平方公尺1間專用衛浴,頭城鎮,8.1,22,1229,24.8490713,121.8099977
616,星願園民宿,冬山鄉,8.4,147,1126,24.6572148,121.7319519
617,夜市南瓜園,羅東鎮,8.8,91,1732,24.8637001,121.6659177
618,種子民宿,員山鄉,9.8,6,1732,24.736609,121.7265331
619,田妍山色民宿,礁溪鄉,9.3,202,2338,24.8329592,121.7860285
620,小蘋果民宿,五結鄉,8.8,230,3501,24.6778704,121.7979906
621,純真童心親子民宿,五結鄉,9.0,28,1628,24.677869,121.7979131
622,宜蘭1955親子民宿二館,五結鄉,9.0,38,3186,24.6949674,121.8060482
623,羅東夜市GoInn,羅東鎮,8.5,85,1299,24.6773245,121.7682201
624,羅東夜市GoInn,羅東鎮,8.5,85,1299,24.6773245,121.7682201
625,跑孩子民宿,礁溪鄉,8.0,337,987,24.8125076,121.7967815
626,田中歐寒集B&B,冬山鄉,9.1,387,1125,24.6715875,121.8092853
627,晴朵包棟民宿,五結鄉,7.9,316,1354,24.6948705,121.8058985
628,同心宇民宿,五結鄉,9.2,29,1209,24.7014679,121.7882395
629,頭城鎮的1臥室公寓 - 18平方公尺1間專用衛浴,頭城鎮,9.0,8,1103,24.8490713,121.8099977
630,家盈海岸渡假民宿,頭城鎮,8.3,141,1558,24.8841816,121.8468981
631,宜蘭鄉間住一晚,冬山鄉,9.0,52,1732,24.6228431,121.754128
632,頭城鎮的1臥室獨棟住宅 - 45平方公尺1間專用衛浴,頭城鎮,9.2,10,1457,24.8490713,121.8099977
633,春風草堂民宿,員山鄉,8.5,49,1905,24.7261875,121.7224585
634,宜蘭愛麗思親子主題民宿,冬山鄉,8.4,9,1732,24.6492703,121.7990223
635,英倫印度異國風民宿,羅東鎮,9.1,112,2381,24.6683787,121.7865415
636,霍格華茲城堡民宿,五結鄉,9.3,28,3636,24.680324,121.8200648
637,楓潮宿墅,三星鄉,10.0,4,4129,24.6953824,121.6992006
638,蒂朵農莊,蘇澳鎮,8.9,61,1558,24.6207536,121.8459375
639,古意生活藝術館茶齋休憩空間,冬山鄉,9.6,1,3429,24.6228431,121.754128
640,烏石港賞鯨民宿,頭城鎮,9.1,162,2952,24.870899,121.83511
641,羅東夜市熊熊家,羅東鎮,9.0,87,1385,24.6792942,121.767888
642,鯨艷民宿,頭城鎮,8.5,11,1558,24.8378117,121.8077156
643,礁溪白雲閣民宿,礁溪鄉,8.4,22,1558,24.8332681,121.7885157
644,荔枝民宿,冬山鄉,9.3,97,2078,24.671989,121.8087833
645,日光田居一館,三星鄉,9.5,6,2095,24.6859925,121.6617424
646,五結那旅,五結鄉,9.6,114,2667,24.6908762,121.7962041
647,宜蘭輕鬆駐民宿,三星鄉,9.7,58,3553,24.6763831,121.688042
648,宜蘭市的2臥室獨棟住宅 - 66平方公尺2間專用衛浴,宜蘭市,9.2,4,4481,24.7488791,121.7586106
649,春夏秋冬民宿,冬山鄉,8.9,176,952,24.659085,121.7805495
650,沐然香憩,礁溪鄉,9.1,41,2783,24.8151941,121.7727699
651,吉他風情民宿,五結鄉,9.4,94,2338,24.6922845,121.8157831
652,華清園民宿,員山鄉,8.8,60,2174,24.720031,121.7382776
653,米修 B&B,冬山鄉,10.0,1,2909,24.683959,121.728097
654,艾薇卡民宿,五結鄉,7.7,56,1801,24.688429,121.79821
655,鬧鐘關掉,五結鄉,no info,no info,4020,24.6663756,121.8181792
656,采雲間民宿,羅東鎮,8.8,120,1714,24.809044,121.7936456
657,烏石港北堤民宿,頭城鎮,8.8,153,2972,24.8671055,121.8351502
658,雅第三合院民宿,冬山鄉,9.2,101,2261,24.6848469,121.7292171
659,海洋森活,蘇澳鎮,7.8,270,2944,24.5733729,121.8685385
660,MAY的家歐式民宿,冬山鄉,9.0,49,2667,24.654272,121.818194
661,沐心田森活會館,冬山鄉,9.2,18,2267,24.6773316,121.7366047
662,Dansely B&B 宜蘭丹可民宿 收五倍卷&國旅卷,五結鄉,9.3,94,1905,24.692421,121.816062
663,Buluba - 眺望,員山鄉,9.5,3,4174,24.7236722,121.7290562
664,青龍居海景溫泉套房,頭城鎮,9.0,10,3300,24.8622619,121.8192667
665,Smile Traveler 步行可達羅東夜市 預定須先匯款,羅東鎮,8.7,44,1333,24.6754363,121.7670356
666,微笑18,五結鄉,8.8,136,1558,24.672554,121.8090754
667,Yuemei636,羅東鎮,8.0,1,979,24.6710166,121.784119
668,青萍居人文會館,五結鄉,8.8,87,1948,24.6925021,121.7852081
669,枕山春海民宿,員山鄉,7.2,55,1913,24.7695394,121.7214227
670,momo民宿 溜滑梯 可用國旅卷 五倍卷,冬山鄉,7.9,235,1124,24.6469728,121.7720013
671,五結鄉的1臥室別墅 - 30平方公尺1間專用衛浴,五結鄉,no info,no info,2869,24.6805939,121.7928996
672,蘭博海景風情坊,頭城鎮,8.3,413,2840,24.810969,121.7880296
673,蘭博海景風情坊,頭城鎮,8.3,413,2840,24.810969,121.7880296
674,日光田居二館,三星鄉,8.3,2,2095,24.6859925,121.6617424
675,好䒤小清新雙人房-金仗球02,宜蘭市,no info,no info,1289,24.7488791,121.7586106
676,清田居,冬山鄉,8.7,38,3288,24.653287,121.734538
677,愛玩家民宿,羅東鎮,8.6,80,1732,24.6903978,121.7616172
678,好䒤小清新雙人房-金仗球03,宜蘭市,no info,no info,1264,24.7488791,121.7586106
